exam,branch_raw,branch_clean,n_rows,n_colleges,status,existing_branch_id,suggested_primary_branch,note
JoSAA,"Industrial Design (4 Years, Bachelor of Technology)","Industrial Design (4 Years, Bachelor of Technology)",850,1,already in branch sheet,INDENG009,Industrial / Manufacturing / Production Engineering,
JoSAA,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)","Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",127,1,already in branch sheet,INDENG004,Industrial / Manufacturing / Production Engineering,
JoSAA,"Industrial Internet of Things (4 Years, Bachelor of Technology)","Industrial Internet of Things (4 Years, Bachelor of Technology)",332,1,already in branch sheet,INDENG008,Industrial / Manufacturing / Production Engineering,
JoSAA,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Industrial and Production Engineering (4 Years, Bachelor of Technology)",1263,4,already in branch sheet,INDENG010,Industrial / Manufacturing / Production Engineering,
JoSAA,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)","Industrial and Systems Engineering (4 Years, Bachelor of Technology)",538,1,already in branch sheet,INDENG005,Industrial / Manufacturing / Production Engineering,
JoSAA,"Information Technology (4 Years, Bachelor of Technology)","Information Technology (4 Years, Bachelor of Technology)",12637,26,already in branch sheet,CSIT005,Information Technology,
JoSAA,"Information Technology-Business Informatics (4 Years, Bachelor of Technology)","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",504,1,already in branch sheet,CSIT007,Information Technology,
JoSAA,"Instrumentation Engineering (4 Years, Bachelor of Technology)","Instrumentation Engineering (4 Years, Bachelor of Technology)",711,3,already in branch sheet,INSTRENG001,Instrumentation Engineering,
JoSAA,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",2571,3,already in branch sheet,INSTRENG002,Instrumentation Engineering,
JoSAA,"Integrated B. Tech. - M. Tech in Civil Engineering (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech. - M. Tech in Civil Engineering (5 Years, Integrated B. Tech. and M. Tech.)",26,1,already in branch sheet,CIVILENG010,Civil Engineering,
JoSAA,"Integrated B. Tech. - M. Tech in Computer Science & Engineering (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech. - M. Tech in Computer Science & Engineering (5 Years, Integrated B. Tech. and M. Tech.)",29,1,already in branch sheet,CSIT039,Computer Science And Engineering,
JoSAA,"Integrated B. Tech. - M. Tech in Electrical Engineering (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech. - M. Tech in Electrical Engineering (5 Years, Integrated B. Tech. and M. Tech.)",30,1,already in branch sheet,ELEC039,Electrical Engineering,
JoSAA,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",377,1,already in branch sheet,CSIT008,Information Technology,
JoSAA,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",342,1,already in branch sheet,CSIT006,Information Technology,
JoSAA,"Integrated B. Tech.- M. Tech in Metallurgical & Materials Engineering (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech.- M. Tech in Metallurgical & Materials Engineering (5 Years, Integrated B. Tech. and M. Tech.)",27,1,already in branch sheet,MEMS016,Metallurgy Engineering And Material Science,
JoSAA,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",105,1,already in branch sheet,ELEC015,Electrical Engineering,
JoSAA,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))","Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",214,1,already in branch sheet,GENSCI003,Science,
JoSAA,"Life Science (5 Years, Integrated Master of Science)","Life Science (5 Years, Integrated Master of Science)",681,1,already in branch sheet,LIFESCI001,Life Science,
JoSAA,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)","Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",520,1,already in branch sheet,INDENG020,Industrial / Manufacturing / Production Engineering,
JoSAA,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",213,1,already in branch sheet,MEMS011,Metallurgy Engineering And Material Science,
JoSAA,"Materials Engineering (4 Years, Bachelor of Technology)","Materials Engineering (4 Years, Bachelor of Technology)",1361,5,already in branch sheet,MEMS003,Metallurgy Engineering And Material Science,
JoSAA,"Materials Engineering (5 Years, Integrated Master of Technology)","Materials Engineering (5 Years, Integrated Master of Technology)",83,1,already in branch sheet,MEMS015,Metallurgy Engineering And Material Science,
JoSAA,"Materials Science and Engineering (4 Years, Bachelor of Technology)","Materials Science and Engineering (4 Years, Bachelor of Technology)",2477,5,already in branch sheet,MEMS004,Metallurgy Engineering And Material Science,
JoSAA,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)","Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",1713,3,already in branch sheet,MEMS005,Metallurgy Engineering And Material Science,
JoSAA,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",411,1,already in branch sheet,MEMS009,Metallurgy Engineering And Material Science,
JoSAA,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))","Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",646,2,already in branch sheet,MNC005,Mathematics And Computing,
JoSAA,"Mathematics (5 Years, Integrated Master of Science)","Mathematics (5 Years, Integrated Master of Science)",1965,5,already in branch sheet,MATH002,Mathematics,
JoSAA,"Mathematics and Computing (4 Years, Bachelor of Science)","Mathematics and Computing (4 Years, Bachelor of Science)",480,2,already in branch sheet,MNC002,Mathematics And Computing,
JoSAA,"Mathematics and Computing (4 Years, Bachelor of Technology)","Mathematics and Computing (4 Years, Bachelor of Technology)",5650,22,already in branch sheet,MNC001,Mathematics And Computing,
JoSAA,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))","Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",1000,2,already in branch sheet,MNC003,Mathematics And Computing,
JoSAA,"Mathematics and Computing (5 Years, Integrated Master of Science)","Mathematics and Computing (5 Years, Integrated Master of Science)",628,3,already in branch sheet,MNC010,Mathematics And Computing,
JoSAA,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",198,1,already in branch sheet,MNC009,Mathematics And Computing,
JoSAA,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))","Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",464,1,already in branch sheet,AIML009,Data Science,
JoSAA,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)","Mathematics and Scientific Computing (4 Years, Bachelor of Science)",623,1,already in branch sheet,MNC004,Mathematics And Computing,
JoSAA,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)","Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",177,1,already in branch sheet,MNC012,Mathematics And Computing,
JoSAA,"Mechanical Engineering (4 Years, Bachelor of Technology)","Mechanical Engineering (4 Years, Bachelor of Technology)",51934,77,already in branch sheet,MECHENG003,Mechanical Engineering ,
JoSAA,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1123,8,already in branch sheet,MECHENG005,Mechanical Engineering ,
JoSAA,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",350,1,already in branch sheet,MECHENG008,Mechanical Engineering ,
JoSAA,"Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",429,2,already in branch sheet,MECHENG012,Mechanical Engineering ,
JoSAA,"Mechatronics Engineering (4 Years, Bachelor of Technology)","Mechatronics Engineering (4 Years, Bachelor of Technology)",675,4,already in branch sheet,MECHENG010,Mechanical Engineering ,
JoSAA,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)","Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",330,2,already in branch sheet,MECHENG009,Mechanical Engineering ,
JoSAA,"Metallurgical Engineering (4 Years, Bachelor of Technology)","Metallurgical Engineering (4 Years, Bachelor of Technology)",766,2,already in branch sheet,MEMS007,Metallurgy Engineering And Material Science,
JoSAA,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",419,1,already in branch sheet,MEMS008,Metallurgy Engineering And Material Science,
JoSAA,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)","Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",1109,2,already in branch sheet,MEMS001,Metallurgy Engineering And Material Science,
JoSAA,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",15125,19,already in branch sheet,MEMS002,Metallurgy Engineering And Material Science,
JoSAA,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1206,5,already in branch sheet,MEMS012,Metallurgy Engineering And Material Science,
JoSAA,"Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",1353,3,already in branch sheet,MEMS014,Metallurgy Engineering And Material Science,
JoSAA,"Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",212,1,already in branch sheet,ELEC029,Electronics And Communications Engineering,
JoSAA,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)","Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",346,1,already in branch sheet,MEMS013,Metallurgy Engineering And Material Science,
JoSAA,"Mining Engineering (4 Years, Bachelor of Technology)","Mining Engineering (4 Years, Bachelor of Technology)",6055,9,already in branch sheet,MININGENG001,Mining Engineering,
JoSAA,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1294,4,already in branch sheet,MININGENG002,Mining Engineering,
JoSAA,"Mining Machinery Engineering (4 Years, Bachelor of Technology)","Mining Machinery Engineering (4 Years, Bachelor of Technology)",503,2,already in branch sheet,MININGENG003,Mining Engineering,
JoSAA,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",561,1,already in branch sheet,MARINE005,Ocean Engineering,
JoSAA,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)","Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",527,1,already in branch sheet,MARINE006,Ocean Engineering,
JoSAA,"Petroleum Engineering (4 Years, Bachelor of Technology)","Petroleum Engineering (4 Years, Bachelor of Technology)",528,2,already in branch sheet,PETROLENG001,Petroleum Engineering,
JoSAA,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)","Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",505,1,already in branch sheet,PHARMAENG001,Pharmaceutical Engineering,
JoSAA,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",329,1,already in branch sheet,PHARMAENG002,Pharmaceutical Engineering,
JoSAA,"Physics (4 Years, Bachelor of Science)","Physics (4 Years, Bachelor of Science)",866,3,already in branch sheet,PHYSICS002,Physics,
JoSAA,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1111,3,already in branch sheet,PHYSICS003,Physics,
JoSAA,"Physics (5 Years, Integrated Master of Science)","Physics (5 Years, Integrated Master of Science)",2604,8,already in branch sheet,PHYSICS005,Physics,
JoSAA,"Physics with Specialization (4 Years, Bachelor of Science)","Physics with Specialization (4 Years, Bachelor of Science)",187,1,already in branch sheet,PHYSICS004,Physics,
JoSAA,"Planning (4 Years, Bachelor of Planning)","Planning (4 Years, Bachelor of Planning)",1904,4,already in branch sheet,PLAN001,Planning,
JoSAA,"Printing and Packaging Technology (4 Years, Bachelor of Technology)","Printing and Packaging Technology (4 Years, Bachelor of Technology)",86,1,already in branch sheet,PRINTENG001,Printing Engineering,
JoSAA,"Production Engineering (4 Years, Bachelor of Technology)","Production Engineering (4 Years, Bachelor of Technology)",3360,4,already in branch sheet,INDENG007,Industrial / Manufacturing / Production Engineering,
JoSAA,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","Production and Industrial Engineering (4 Years, Bachelor of Technology)",4958,8,already in branch sheet,INDENG006,Industrial / Manufacturing / Production Engineering,
JoSAA,"Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",274,1,already in branch sheet,ECON004,Economics,
JoSAA,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",205,1,already in branch sheet,ROBOENG001,Robotics Engineering,
JoSAA,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",194,1,already in branch sheet,ENERGYENG002,Energy Engineering,
JoSAA,"Smart Manufacturing (4 Years, Bachelor of Technology)","Smart Manufacturing (4 Years, Bachelor of Technology)",775,2,already in branch sheet,INDENG021,Industrial / Manufacturing / Production Engineering,
JoSAA,"Space Sciences and Engineering (4 Years, Bachelor of Technology)","Space Sciences and Engineering (4 Years, Bachelor of Technology)",88,1,already in branch sheet,SPACEENG001,Space Engineering,
JoSAA,"Statistics and Data Science (4 Years, Bachelor of Science)","Statistics and Data Science (4 Years, Bachelor of Science)",284,1,already in branch sheet,AIML003,Data Science,
JoSAA,"Textile Technology (4 Years, Bachelor of Technology)","Textile Technology (4 Years, Bachelor of Technology)",1534,2,already in branch sheet,TEXTILE001,Textile Engineering,
JoSAA,"VLSI Design and Technology (4 Years, Bachelor of Technology)","VLSI Design and Technology (4 Years, Bachelor of Technology)",154,1,already in branch sheet,ELEC025,Electronics And Communications Engineering,
KCET,AERONAUTICAL ENGINEERING,AERONAUTICAL ENGINEERING,113,16,already in branch sheet,AERO007,Aerospace Engineering,
KCET,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,367,38,already in branch sheet,AIML022,Artificial Intelligence,
KCET,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,1104,91,already in branch sheet,AIML023,Artificial Intelligence,
KCET,AUTOMATION AND ROBOTICS,AUTOMATION AND ROBOTICS,15,2,already in branch sheet,ROBOENG005,Robotics Engineering,
KCET,AUTOMOBILE ENGINEERING,AUTOMOBILE ENGINEERING,16,3,already in branch sheet,AUTOENG003,Automobile Engineering,
KCET,BIO-MEDICAL ENGINEERING,BIO-MEDICAL ENGINEERING,7,4,already in branch sheet,BIOMEDENG005,Biomedical Engineering,
KCET,BIO-TECHNOLOGY,BIO-TECHNOLOGY,124,14,already in branch sheet,BIOTECH006,Biotechnology,
KCET,CHEMICAL ENGINEERING,CHEMICAL ENGINEERING,81,10,already in branch sheet,CHEMENG009,Chemical Engineering,
KCET,CIVIL ENGINEERING,CIVIL ENGINEERING,380,102,already in branch sheet,CIVILENG014,Civil Engineering,
KCET,COMPUTER ENGINEERING,COMPUTER ENGINEERING,14,4,already in branch sheet,CSIT058,Computer Science And Engineering,
KCET,COMPUTER SCIENCE,COMPUTER SCIENCE,14,3,already in branch sheet,CSIT067,Computer Science And Engineering,
KCET,COMPUTER SCIENCE AND BUSINESS SYSTEMS,COMPUTER SCIENCE AND BUSINESS SYSTEMS,136,13,already in branch sheet,CSIT073,Computer Science And Engineering,
KCET,COMPUTER SCIENCE AND DESIGN,COMPUTER SCIENCE AND DESIGN,109,17,already in branch sheet,CSIT061,Computer Science And Engineering,
KCET,COMPUTER SCIENCE AND ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,2934,192,already in branch sheet,CSIT057,Computer Science And Engineering,
KCET,COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),563,54,already in branch sheet,CSIT059,Computer Science And Engineering,
KCET,CYBER SECURITY,CYBER SECURITY,2,2,already in branch sheet,CYBERSEC,Cyber Security,
KCET,DESIGN,DESIGN,2,2,already in branch sheet,DESIGN002,Design,
KCET,ENGINEERING DESIGN,ENGINEERING DESIGN,1,1,already in branch sheet,ENGDES002,Engineering Design,
KCET,ENVIRONMENTAL ENGINEERING,ENVIRONMENTAL ENGINEERING,12,1,already in branch sheet,ENVENG,Environmental Engineering,
KCET,INDUSTRIAL DESIGN,INDUSTRIAL DESIGN,1,1,already in branch sheet,INDENG002,Industrial / Manufacturing / Production Engineering,
KCET,INDUSTRIAL IOT,INDUSTRIAL IOT,1,1,already in branch sheet,INDENG014,Industrial / Manufacturing / Production Engineering,
KCET,MARINE ENGINEERING,MARINE ENGINEERING,1,1,already in branch sheet,MARINE004,Marine Engineering,
KCET,MECHANICAL ENGINEERING,MECHANICAL ENGINEERING,473,105,already in branch sheet,MECHENG018,Mechanical Engineering ,
KCET,MINING ENGINEERING,MINING ENGINEERING,1,1,already in branch sheet,MININGENG005,Mining Engineering,
KCET,PLANNING,PLANNING,1,1,already in branch sheet,PLAN,Planning,
KCET,PRODUCTION ENGINEERING,PRODUCTION ENGINEERING,1,1,already in branch sheet,INDENG022,Industrial / Manufacturing / Production Engineering,
KCET,ROBOTICS AND ARTIFICIAL INTELLIGENCE,ROBOTICS AND ARTIFICIAL INTELLIGENCE,146,18,already in branch sheet,AIML025,Artificial Intelligence,
KCET,ROBOTICS AND AUTOMATION,ROBOTICS AND AUTOMATION,41,6,already in branch sheet,ROBOENG006,Robotics Engineering,
KEAM,Aeronautical Engineering,Aeronautical Engineering,157,5,already in branch sheet,AERO007,Aerospace Engineering,
KEAM,Artificial Intelligence,Artificial Intelligence,28,1,already in branch sheet,AIML024,Artificial Intelligence,
KEAM,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,587,31,already in branch sheet,AIML022,Artificial Intelligence,
KEAM,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,381,21,already in branch sheet,AIML023,Artificial Intelligence,
KEAM,Automobile Engineering,Automobile Engineering,41,4,already in branch sheet,AUTOENG003,Automobile Engineering,
KEAM,Bio Medical Engineering,Bio Medical Engineering,250,9,already in branch sheet,BIOMEDENG005,Biomedical Engineering,
KEAM,Bio Technology,Bio Technology,62,2,already in branch sheet,BIOTECH006,Biotechnology,
KEAM,Chemical Engineering,Chemical Engineering,334,9,already in branch sheet,CHEMENG009,Chemical Engineering,
KEAM,Civil Engineering,Civil Engineering,1893,98,already in branch sheet,CIVILENG014,Civil Engineering,
KEAM,Civil and Environmental Engineering,Civil and Environmental Engineering,50,2,already in branch sheet,CIVILENG017,Civil Engineering,
KEAM,Computer Science and Business Systems,Computer Science and Business Systems,97,8,already in branch sheet,CSIT073,Computer Science And Engineering,
KEAM,Computer Science and Design,Computer Science and Design,52,4,already in branch sheet,CSIT061,Computer Science And Engineering,
KEAM,Computer Science and Engineering,Computer Science and Engineering,2267,112,already in branch sheet,CSIT057,Computer Science And Engineering,
KEAM,Computer Science and Engineering (Artificial Intelligence and Data Science),Computer Science and Engineering (Artificial Intelligence and Data Science),16,1,already in branch sheet,CSIT076,Computer Science And Engineering,
KEAM,Electrical & Electronics,Electrical & Electronics,714,81,already in branch sheet,ELEC069,Electrical Engineering,
KEAM,Electrical and Computer Engineering,Electrical and Computer Engineering,264,14,already in branch sheet,CSIT068,Computer Science And Engineering,
KEAM,Electrical and Electronics Engineering,Electrical and Electronics Engineering,1152,84,already in branch sheet,ELEC062,Electrical And Electronics Engineering,
KEAM,Electronics and Computer Engineering,Electronics and Computer Engineering,150,11,already in branch sheet,ELEC057,Electronics And Communications Engineering,
KEAM,Food Technology,Food Technology,342,10,already in branch sheet,FOODENG005,Food Engineering,
KEAM,Industrial Engineering,Industrial Engineering,71,2,already in branch sheet,INDENG017,Industrial / Manufacturing / Production Engineering,
KEAM,Information Technology,Information Technology,352,8,already in branch sheet,CSIT012,Information Technology,
KEAM,Internet of Things,Internet of Things,4,1,already in branch sheet,INDENG003,Industrial / Manufacturing / Production Engineering,
KEAM,Mechanical Engineering,Mechanical Engineering,2319,98,already in branch sheet,MECHENG018,Mechanical Engineering ,
KEAM,Mechatronics Engineering,Mechatronics Engineering,83,6,already in branch sheet,MECHENG020,Mechanical Engineering ,
KEAM,Production Engineering,Production Engineering,42,2,already in branch sheet,INDENG022,Industrial / Manufacturing / Production Engineering,
KEAM,Robotics and Artificial Intelligence,Robotics and Artificial Intelligence,105,7,already in branch sheet,AIML025,Artificial Intelligence,
MHT-CET,5G,5G,18,1,already in branch sheet,ELEC058,Electronics And Communications Engineering,
MHT-CET,Aeronautical Engineering,Aeronautical Engineering,74,4,already in branch sheet,AERO007,Aerospace Engineering,
MHT-CET,Agricultural Engineering,Agricultural Engineering,15,1,already in branch sheet,AGRIENG004,Agricultural Engineering,
MHT-CET,Architecture,Architecture,983,55,already in branch sheet,ARCH004,Architecture,
MHT-CET,Artificial Intelligence,Artificial Intelligence,208,13,already in branch sheet,AIML024,Artificial Intelligence,
MHT-CET,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,1117,42,already in branch sheet,AIML021,Artificial Intelligence,
MHT-CET,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,2167,89,already in branch sheet,AIML022,Artificial Intelligence,
MHT-CET,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,1087,51,already in branch sheet,AIML023,Artificial Intelligence,
MHT-CET,Automation and Robotics,Automation and Robotics,409,16,already in branch sheet,ROBOENG005,Robotics Engineering,
MHT-CET,Automobile Engineering,Automobile Engineering,95,6,already in branch sheet,AUTOENG003,Automobile Engineering,
MHT-CET,Bio Medical Engineering,Bio Medical Engineering,67,3,already in branch sheet,BIOMEDENG005,Biomedical Engineering,
MHT-CET,Bio Technology,Bio Technology,82,4,already in branch sheet,BIOTECH006,Biotechnology,
MHT-CET,Chemical Engineering,Chemical Engineering,652,28,already in branch sheet,CHEMENG009,Chemical Engineering,
MHT-CET,Civil Engineering,Civil Engineering,4795,253,already in branch sheet,CIVILENG014,Civil Engineering,
MHT-CET,Civil Engineering and Planning,Civil Engineering and Planning,13,1,already in branch sheet,CIVILENG016,Civil Engineering,
MHT-CET,Civil and Environmental Engineering,Civil and Environmental Engineering,64,3,already in branch sheet,CIVILENG017,Civil Engineering,
MHT-CET,Civil and infrastructure Engineering,Civil and infrastructure Engineering,58,2,already in branch sheet,CIVILENG015,Civil Engineering,
MHT-CET,Computer Engineering,Computer Engineering,6058,219,already in branch sheet,CSIT058,Computer Science And Engineering,
MHT-CET,Computer Engineering (Software Engineering),Computer Engineering (Software Engineering),59,2,already in branch sheet,CSIT074,Computer Science And Engineering,
MHT-CET,Computer Science,Computer Science,131,5,already in branch sheet,CSIT067,Computer Science And Engineering,
MHT-CET,Computer Science and Business Systems,Computer Science and Business Systems,82,4,already in branch sheet,CSIT073,Computer Science And Engineering,
MHT-CET,Computer Science and Design,Computer Science and Design,144,7,already in branch sheet,CSIT061,Computer Science And Engineering,
MHT-CET,Computer Science and Engineering,Computer Science and Engineering,4178,144,already in branch sheet,CSIT057,Computer Science And Engineering,
MHT-CET,Computer Science and Engineering (Artificial Intelligence and Data Science),Computer Science and Engineering (Artificial Intelligence and Data Science),51,3,already in branch sheet,CSIT076,Computer Science And Engineering,
MHT-CET,Computer Science and Engineering (IoT),Computer Science and Engineering (IoT),46,4,already in branch sheet,CSIT071,Computer Science And Engineering,
MHT-CET,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),671,37,already in branch sheet,CSIT059,Computer Science And Engineering,
MHT-CET,Computer Science and Information Technology,Computer Science and Information Technology,107,4,already in branch sheet,CSIT075,Computer Science And Engineering,
MHT-CET,Computer Science and Technology,Computer Science and Technology,32,1,already in branch sheet,CSIT063,Computer Science And Engineering,
MHT-CET,Computer Technology,Computer Technology,64,4,already in branch sheet,CSIT069,Computer Science And Engineering,
MHT-CET,Cyber Security,Cyber Security,51,4,already in branch sheet,CYBERSEC,Cyber Security,
MHT-CET,Data Science,Data Science,71,6,already in branch sheet,AIML011,Data Science,
MHT-CET,Design,Design,19,3,already in branch sheet,DESIGN002,Design,
MHT-CET,Dyestuff Technology,Dyestuff Technology,11,1,already in branch sheet,OILPAINTTECH002,"Oil, Paints, Dye Technology",
MHT-CET,Electrical Engg[Electronics and Power],Electrical Engg[Electronics and Power],204,8,already in branch sheet,ELEC056,Electrical Engineering,
MHT-CET,Electrical Engineering,Electrical Engineering,3688,194,already in branch sheet,ELEC054,Electrical Engineering,
MHT-CET,Electrical and Computer Engineering,Electrical and Computer Engineering,91,6,already in branch sheet,CSIT068,Computer Science And Engineering,
MHT-CET,Electrical and Electronics Engineering,Electrical and Electronics Engineering,55,4,already in branch sheet,ELEC062,Electrical And Electronics Engineering,
MHT-CET,Electronics Engineering,Electronics Engineering,164,7,already in branch sheet,ELEC060,Electronics And Communications Engineering,
MHT-CET,Electronics and Biomedical Engineering,Electronics and Biomedical Engineering,27,1,already in branch sheet,ELEC065,Electronics And Communications Engineering,
MHT-CET,Electronics and Computer Engineering,Electronics and Computer Engineering,1007,45,already in branch sheet,ELEC057,Electronics And Communications Engineering,
MHT-CET,Electronics and Computer Science,Electronics and Computer Science,277,24,already in branch sheet,CSIT062,Computer Science And Engineering,
MHT-CET,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,5261,238,already in branch sheet,ELEC055,Electronics And Communications Engineering,
MHT-CET,Fibres and Textile Processing Technology,Fibres and Textile Processing Technology,14,1,already in branch sheet,TEXTILE009,Textile Engineering,
MHT-CET,Food Engineering,Food Engineering,9,1,already in branch sheet,FOODENG,Food Engineering,
MHT-CET,Food Engineering and Technology,Food Engineering and Technology,11,1,already in branch sheet,FOODENG006,Food Engineering,
MHT-CET,Food Technology,Food Technology,148,8,already in branch sheet,FOODENG005,Food Engineering,
MHT-CET,Food Technology And Management,Food Technology And Management,36,1,already in branch sheet,FOODENG007,Food Engineering,
MHT-CET,Industrial IoT,Industrial IoT,30,3,already in branch sheet,INDENG014,Industrial / Manufacturing / Production Engineering,
MHT-CET,Information Technology,Information Technology,3524,158,already in branch sheet,CSIT012,Information Technology,
MHT-CET,Instrumentation Engineering,Instrumentation Engineering,180,10,already in branch sheet,INSTRENG003,Instrumentation Engineering,
MHT-CET,Instrumentation and Control Engineering,Instrumentation and Control Engineering,142,6,already in branch sheet,INSTRENG007,Instrumentation Engineering,
MHT-CET,Internet of Things (IoT),Internet of Things (IoT),6,1,already in branch sheet,INDENG015,Industrial / Manufacturing / Production Engineering,
MHT-CET,Man Made Textile Technology,Man Made Textile Technology,13,1,already in branch sheet,TEXTILE010,Textile Engineering,
